AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Brad Robinson', 'Darrick Evensen')",,,,
,"('Rachel Treichler', 'Wayne Wells')",,,,
,"('Arthur Cacciola', 'Don Zaengle')",,,,
,"('Debralyn Muscato', 'Ashur Terwilliger')",,,,
,"('Ron Keibel', 'Jeff Decker')",,,,
,"('Kevin Burns', 'Ken Strickland')",,,,
,"('Bill Kulze', 'Dick VanScoy')",,,,
,"('Rachel Treichler', 'Ken Strickland')",,,,
,"('Lynn Craig', 'Mike Dannaher')",,,,
,"('Arthur Cacciola', 'Doug Barton')",,,,
,"('Dan Fitzsimmons', 'Jim Worden')",,,,
,"('Nick Schoonover', 'Dan Bish')",,,,
,"('David Slottje', 'Darlene Cobler')",,,,
,"('Fred Martinez', 'Sue Heavenrich')",,,,
,"('Loretta Sullivan', 'Ken Gordo')",,,,
,"('Loretta Sullivan', 'Jaqueline Beal')",,,,
,"('Ron Keibel', 'Fred Martinez')",,,,
,"('Ron Keibel', 'Bill Kulze')",,,,
,"('Terry Engelder', 'Robert Riggs')",,,,
,"('Don Barber', 'Jackie Root')",,,,
,"('Milton Dougherty', 'Kevin Burns')",,,,
,"('Ashur Terwilliger', 'Robert Riggs')",,,,
,"('Rachel Treichler', 'Judy Quigley')",,,,
,"('Brett Chedzoy', 'Ron McEwen')",,,,
,"('Alice Irons', 'Connie Kulze')",,,,
,"('Ken Gordo', 'Ken Strickland')",,,,
,"('Dan Lindsay', 'Chris Denton')",,,,
,"('George Williams', 'Sue Heavenrich')",,,,
,"('Marchie Diffindorf', 'Robert Riggs')",,,,
,"('Chris Brown', 'Jeff Decker')",,,,
,"('Helen Slottje', 'Jim Worden')",,,,
,"('Jeffery Jacquet', 'Marchie Diffindorf')",,,,
,"('Jim Douglas', 'Jackie Root')",,,,
,"('Dick VanScoy', 'Chris Denton')",,,,
,"('John Holko', 'Dan Fitzsimmons')",,,,
,"('Gary Lash', 'Marchie Diffindorf')",,,,
,"('Terry Engelder', 'Randy Murray')",,,,
,"('David Weber', 'John Holko')",,,,
,"('Loretta Sullivan', 'Ron McEwen')",,,,
,"('Bill Leonard', 'Brad Robinson')",,,,
,"('Gary Henry', 'Randy Murray')",,,,
,"('Jeffery Jacquet', 'Arthur Cacciola')",,,,
,"('Darlene Cobler', 'George Williams')",,,,
,"('Fred Martinez', 'Steve Szczepanski')",,,,
,"('Eric Halstead', 'Jackie Root')",,,,
,"('Milton Dougherty', 'Dan Bish')",,,,
,"('Don Barber', 'Mark Sorochinsky')",,,,
,"('Christine Curkendall', 'Ron McEwen')",,,,
,"('Chris Brown', 'Robert Riggs')",,,,
,"('Bob Freeman', 'Mike Dannaher')",,,,
,"('Kevin Noble', 'Dick VanScoy')",,,,
,"('Darlene Cobler', 'Wayne Wells')",,,,
,"('Lynn Craig', 'Bob Aman')",,,,
,"('Fred Martinez', 'Jackie Root')",,,,
,"('Aaron Gowan', 'Chris Denton')",,,,
,"('Nicole Gwardyak', 'Arthur Cacciola')",,,,
,"('Milton Dougherty', 'David Weber')",,,,
,"('Jim Douglas', 'Jeff Decker')",,,,
,"('Tom Libous', 'Joseph Bish')",,,,
,"('Dan Bish', 'Fred Martinez')",,,,
,"('Christine Curkendall', 'Mike Dannaher')",,,,
,"('Gary Henry', 'Marchie Diffindorf')",,,,
,"('Tom Libous', 'Coulter Heavenrich')",,,,
,"('Robert Salvato', 'Dan Bish')",,,,
,"('Kevin Noble', 'Bob Freeman')",,,,
,"('Don Boyce', 'Martha Goodsell')",,,,
,"('Jeff Decker', 'Darrick Evensen')",,,,
,"('Nick Schoonover', 'Bill Leonard')",,,,
,"('David Slottje', 'Gary Henry')",,,,
,"('Darlene Cobler', 'John Holko')",,,,
,"('Aaron Gowan', 'Brad Robinson')",,,,
,"('Judy Quigley', 'Doug Barton')",,,,
,"('Loretta Sullivan', 'Kevin Burns')",,,,
,"('Arthur Cacciola', 'Doug McLinko')",,,,
,"('Eric Gartenman', 'Coulter Heavenrich')",,,,
,"('Jaqueline Beal', 'Coulter Heavenrich')",,,,
,"('Lois Dillworth', 'Tim Whitesell')",,,,
,"('Debralyn Muscato', 'Marchie Diffindorf')",,,,
,"('Loretta Sullivan', 'Milton Dougherty')",,,,
,"('Joseph Bish', 'Frank Cook')",,,,
,"('Tim Whitesell', 'Mike Dannaher')",,,,
,"('Dave Dibble', 'Terry Collins')",,,,
,"('Peter Pappas', 'Jaqueline Beal')",,,,
,"('Joseph Bish', 'Karl Gesslein')",,,,
,"('Chris Denton', 'Darrick Evensen')",,,,
,"('Dan Fitzsimmons', 'Frank Cook')",,,,
,"('Loretta Sullivan', 'Martha Goodsell')",,,,
,"('Coulter Heavenrich', 'Terry Collins')",,,,
,"('Dave Dibble', 'Mark Sorochinsky')",,,,
,"('Don Boyce', 'Lynn Craig')",,,,
,"('Mark Sorochinsky', 'Jackie Root')",,,,
,"('Jeffery Jacquet', 'Brad Robinson')",,,,
,"('Ed Griffith', 'Elaine Jardine')",,,,
,"('Doug McLinko', 'Jackie Root')",,,,
,"('Jamal Diboun', 'Robert Riggs')",,,,
,"('Nicole Gwardyak', 'Sue Heavenrich')",,,,
,"('Bob Freeman', 'Doug McLinko')",,,,
,"('Mark Sorochinsky', 'Wayne Wells')",,,,
,"('Eric Gartenman', 'Chris Denton')",,,,
,"('Tom Libous', 'Brad Robinson')",,,,
,"('Ed Griffith', 'Martha Goodsell')",,,,
,"('Susannah Reese', 'John Holko')",,,,
,"('Ron McEwen', 'Randy Murray')",,,,
,"('Ed Griffith', 'Dan Fitzsimmons')",,,,
,"('Mike Dannaher', 'Martha Goodsell')",,,,
,"('Loretta Sullivan', 'Don Boyce')",,,,
,"('Terry Engelder', 'Connie Kulze')",,,,
,"('Lynn Craig', 'Debralyn Muscato')",,,,
,"('Loretta Sullivan', 'Lynn Craig')",,,,
,"('Nick Schoonover', 'Loretta Sullivan')",,,,
,"('Don Boyce', 'Wayne Wells')",,,,
,"('Bob Freeman', 'Jim Worden')",,,,
,"('Richard Lasky', 'Brett Chedzoy')",,,,
,"('Jaqueline Beal', 'Mike Dannaher')",,,,
,"('Robert Salvato', 'Frank Cook')",,,,
,"('Richard Lasky', 'Martha Goodsell')",,,,
,"('Chris Brown', 'Robert Salvato')",,,,
,"('Jeff Decker', 'Coulter Heavenrich')",,,,
,"('Brett Chedzoy', 'Doug Barton')",,,,
,"('Rachel Treichler', 'Brenda Boyce')",,,,
,"('Martha Goodsell', 'Dick VanScoy')",,,,
,"('Lois Dillworth', 'Bill Kulze')",,,,
,"('Ashur Terwilliger', 'Ken Strickland')",,,,
,"('Randy Murray', 'Kevin Burns')",,,,
,"('Doug Barton', 'Terry Collins')",,,,
,"('Eric Gartenman', 'Darrick Evensen')",,,,
,"('Nicole Gwardyak', 'John Holko')",,,,
,"('Jim Worden', 'Karl Gesslein')",,,,
,"('Lynn Craig', 'Kevin Burns')",,,,
,"('Jaqueline Beal', 'Darrick Evensen')",,,,
,"('Peter Pappas', 'Dan Bish')",,,,
,"('Chris Brown', 'Fred Martinez')",,,,
,"('Florence Alpert', 'Mike Dannaher')",,,,
,"('Gary Henry', 'Frank Cook')",,,,
,"('Jaqueline Beal', 'Milton Dougherty')",,,,
,"('Nicole Gwardyak', 'Frank Cook')",,,,
,"('Bill Leonard', 'Robert Salvato')",,,,
,"('Terry Engelder', 'Kurt Schrader')",,,,
,"('Elaine Jardine', 'Brad Robinson')",,,,
,"('Terry Engelder', 'John Holko')",,,,
,"('Jim Douglas', 'Coulter Heavenrich')",,,,
,"('Don Boyce', 'David Weber')",,,,
,"('Nicole Gwardyak', 'Jaqueline Beal')",,,,
,"('Rachel Treichler', 'Doug Barton')",,,,
,"('Nicole Gwardyak', 'Milton Dougherty')",,,,
,"('Kevin Noble', 'Elaine Jardine')",,,,
,"('Eric Halstead', 'Ken Gordo')",,,,
,"('Lois Dillworth', 'Jeff Decker')",,,,
,"('John Holko', 'George Williams')",,,,
,"('Jeremy Wheeler', 'Marchie Diffindorf')",,,,
,"('Judy Quigley', 'Steve Szczepanski')",,,,
,"('Ron McEwen', 'Tim Whitesell')",,,,
,"('Helen Slottje', 'Ken Strickland')",,,,
,"('Nicole Gwardyak', 'Connie Kulze')",,,,
,"('Dan Fitzsimmons', 'Karl Gesslein')",,,,
,"('Rachel Treichler', 'Darlene Cobler')",,,,
,"('Debralyn Muscato', 'Ken Strickland')",,,,
,"('Jim Douglas', 'Ashur Terwilliger')",,,,
,"('Ron McEwen', 'Don Zaengle')",,,,
,"('Peter Pappas', 'Florence Alpert')",,,,
,"('Chris Denton', 'Terry Collins')",,,,
,"('Jaqueline Beal', 'Bob Aman')",,,,
,"('Don Barber', 'Lois Dillworth')",,,,
,"('Tom Libous', 'Brett Chedzoy')",,,,
,"('Milton Dougherty', 'Gary Lash')",,,,
,"('Gary Henry', 'Elaine Jardine')",,,,
,"('Arthur Cacciola', 'Dave Dibble')",,,,
,"('Bob Freeman', 'Steve Szczepanski')",,,,
,"('Mike Dannaher', 'Ken Strickland')",,,,
,"('Tim Whitesell', 'Bob Aman')",,,,
,"('Kevin Noble', 'Mark Sorochinsky')",,,,
,"('Bob Aman', 'Connie Kulze')",,,,
,"('Dan Bish', 'Brad Robinson')",,,,
,"('Dave Dibble', 'Darlene Cobler')",,,,
,"('David Slottje', 'David Weber')",,,,
,"('Tim Whitesell', 'Milton Dougherty')",,,,
,"('Jim Douglas', 'Mike Dannaher')",,,,
,"('Helen Slottje', 'Brad Robinson')",,,,
,"('Lois Dillworth', 'Milton Dougherty')",,,,
,"('Christine Curkendall', 'Brad Robinson')",,,,
,"('Jeffery Jacquet', 'Martha Goodsell')",,,,
,"('Doug McLinko', 'Gary Lash')",,,,
,"('Lois Dillworth', 'Matt Crowe')",,,,
,"('Martha Goodsell', 'Jackie Root')",,,,
,"('Ken Gordo', 'Kevin Burns')",,,,
,"('Eric Halstead', 'Bill Kulze')",,,,
,"('Richard Lasky', 'Dan Bish')",,,,
,"('Connie Kulze', 'Ken Strickland')",,,,
,"('Doug McLinko', 'Robert Riggs')",,,,
,"('Bill Kulze', 'Connie Kulze')",,,,
,"('Mike Dannaher', 'Frank Cook')",,,,
,"('Ron Keibel', 'Frank Cook')",,,,
,"('Loretta Sullivan', 'Terry Collins')",,,,
,"('Doug McLinko', 'Coulter Heavenrich')",,,,
,"('Jamal Diboun', 'Doug McLinko')",,,,
,"('Nicole Gwardyak', 'Lois Dillworth')",,,,
,"('Jeremy Wheeler', 'Kevin Noble')",,,,
,"('Christine Curkendall', 'Elaine Jardine')",,,,
,"('Brett Chedzoy', 'Chris Denton')",,,,
,"('Nick Schoonover', 'Bob Freeman')",,,,
,"('David Slottje', 'Lois Dillworth')",,,,
,"('Joseph Bish', 'Robert Salvato')",,,,
,"('Tim Whitesell', 'Karl Gesslein')",,,,
,"('Jeff Decker', 'John Holko')",,,,
,"('Bob Aman', 'George Williams')",,,,
,"('Terry Engelder', 'Elaine Jardine')",,,,
,"('Tom Libous', 'Arthur Cacciola')",,,,
,"('Fred Martinez', 'Carrie Czebiniak')",,,,
,"('Dave Dibble', 'Dick VanScoy')",,,,
,"('Alice Irons', 'Ashur Terwilliger')",,,,
,"('Lynn Craig', 'Matt Crowe')",,,,
,"('Bob Aman', 'Doug Barton')",,,,
,"('Kurt Schrader', 'Doug McLinko')",,,,
,"('Ashur Terwilliger', 'Steve Szczepanski')",,,,
,"('Loretta Sullivan', 'Bob Freeman')",,,,
,"('Joseph Bish', 'Bill Leonard')",,,,
,"('Aaron Gowan', 'Coulter Heavenrich')",,,,
,"('Jackie Root', 'Kevin Burns')",,,,
,"('Aaron Gowan', 'Dave Dibble')",,,,
,"('Bill Kulze', 'Frank Cook')",,,,
,"('Ron McEwen', 'Dick VanScoy')",,,,
,"('Terry Engelder', 'Chris Denton')",,,,
,"('John Holko', 'Fred Martinez')",,,,
,"('Ken Gordo', 'Gary Lash')",,,,
,"('Rachel Treichler', 'Sue Heavenrich')",,,,
,"('Brett Chedzoy', 'Bob Freeman')",,,,
,"('Ed Griffith', 'Ken Gordo')",,,,
,"('Aaron Gowan', 'Dick VanScoy')",,,,
,"('Ed Griffith', 'Brenda Boyce')",,,,
,"('Milton Dougherty', 'Marchie Diffindorf')",,,,
,"('Doug Barton', 'Jim Worden')",,,,
,"('Don Zaengle', 'Jim Worden')",,,,
,"('Ed Griffith', 'Darrick Evensen')",,,,
,"('Helen Slottje', 'Eric Gartenman')",,,,
,"('Florence Alpert', 'Matt Crowe')",,,,
,"('Fred Martinez', 'Doug McLinko')",,,,
,"('Brett Chedzoy', 'Randy Murray')",,,,
,"('Loretta Sullivan', 'Jim Worden')",,,,
,"('Karl Gesslein', 'Marchie Diffindorf')",,,,
,"('Richard Lasky', 'Randy Murray')",,,,
,"('Bill Kulze', 'Doug Barton')",,,,
,"('Nick Schoonover', 'Sue Heavenrich')",,,,
,"('Terry Engelder', 'Ron Keibel')",,,,
,"('Chris Brown', 'Jackie Root')",,,,
,"('Eric Halstead', 'Bob Aman')",,,,
,"('Robert Salvato', 'George Williams')",,,,
,"('Doug Barton', 'Jackie Root')",,,,
,"('Christine Curkendall', 'Ron Keibel')",,,,
,"('Doug McLinko', 'Jim Worden')",,,,
,"('Don Boyce', 'Alice Irons')",,,,
,"('Eric Halstead', 'Dick VanScoy')",,,,
,"('Wayne Wells', 'Terry Collins')",,,,
,"('Ron McEwen', 'Bob Aman')",,,,
,"('Lois Dillworth', 'Bob Aman')",,,,
,"('Ron Keibel', 'Sue Heavenrich')",,,,
,"('Bob Freeman', 'Bill Kulze')",,,,
,"('Alice Irons', 'Mike Dannaher')",,,,
,"('Chris Brown', 'Ed Griffith')",,,,
,"('Tom Libous', 'Sue Heavenrich')",,,,
,"('Jeremy Wheeler', 'Peter Pappas')",,,,
,"('Tom Libous', 'Jaqueline Beal')",,,,
,"('Susannah Reese', 'Carrie Czebiniak')",,,,
,"('Ashur Terwilliger', 'Wayne Wells')",,,,
,"('Bob Freeman', 'Martha Goodsell')",,,,
,"('Dave Dibble', 'Mike Dannaher')",,,,
,"('Gary Henry', 'Debralyn Muscato')",,,,
,"('Lois Dillworth', 'Ken Strickland')",,,,
,"('Bob Freeman', 'Ed Griffith')",,,,
,"('Helen Slottje', 'Robert Riggs')",,,,
,"('Robert Williams', 'Matt Crowe')",,,,
,"('Aaron Gowan', 'Don Boyce')",,,,
,"('Bill Kulze', 'Fred Martinez')",,,,
,"('Coulter Heavenrich', 'Wayne Wells')",,,,
,"('Nick Schoonover', 'Doug Barton')",,,,
,"('Richard Lasky', 'Elaine Jardine')",,,,
,"('Dan Fitzsimmons', 'Chris Denton')",,,,
,"('Don Zaengle', 'Steve Szczepanski')",,,,
,"('Rachel Treichler', 'Frank Cook')",,,,
,"('Tim Whitesell', 'Terry Collins')",,,,
,"('Don Zaengle', 'Jaqueline Beal')",,,,
,"('Florence Alpert', 'Wayne Wells')",,,,
,"('Don Barber', 'Jim Worden')",,,,
,"('Bob Freeman', 'Kevin Burns')",,,,
,"('James Douglas', 'Ed Griffith')",,,,
,"('Jeremy Wheeler', 'Doug McLinko')",,,,
,"('Mike Dannaher', 'Chris Denton')",,,,
,"('Robert Salvato', 'Wayne Wells')",,,,
,"('Ron Keibel', 'Martha Goodsell')",,,,
,"('Jaqueline Beal', 'David Weber')",,,,
,"('Jamal Diboun', 'Gary Lash')",,,,
,"('Tim Whitesell', 'Mark Sorochinsky')",,,,
,"('Ed Griffith', 'Coulter Heavenrich')",,,,
,"('Don Barber', 'Milton Dougherty')",,,,
,"('Richard Lasky', 'Bob Freeman')",,,,
,"('Nicole Gwardyak', 'Eric Halstead')",,,,
,"('Tom Libous', 'Don Zaengle')",,,,
,"('Robert Williams', 'Jackie Root')",,,,
,"('Arthur Cacciola', 'Frank Cook')",,,,
,"('Eric Halstead', 'Steve Szczepanski')",,,,
,"('Susannah Reese', 'Florence Alpert')",,,,
,"('Chris Brown', 'Doug Barton')",,,,
,"('Lynn Craig', 'Jackie Root')",,,,
,"('Jackie Root', 'Sue Heavenrich')",,,,
,"('Dan Fitzsimmons', 'Jackie Root')",,,,
,"('Helen Slottje', 'Darrick Evensen')",,,,
,"('Jim Douglas', 'Robert Williams')",,,,
,"('Eric Halstead', 'Dave Dibble')",,,,
,"('David Slottje', 'Wayne Wells')",,,,
,"('Susannah Reese', 'Doug Barton')",,,,
,"('Tim Whitesell', 'Dick VanScoy')",,,,
,"('Ed Griffith', 'Eric Gartenman')",,,,
,"('Carrie Czebiniak', 'Steve Szczepanski')",,,,
,"('Florence Alpert', 'Ed Griffith')",,,,
,"('Gary Henry', 'Tim Whitesell')",,,,
,"('Joseph Bish', 'Milton Dougherty')",,,,
,"('Randy Murray', 'Robert Riggs')",,,,
,"('Dan Bish', 'Frank Cook')",,,,
,"('Jaqueline Beal', 'Jeff Decker')",,,,
,"('Christine Curkendall', 'Connie Kulze')",,,,
,"('Ed Griffith', 'Kevin Burns')",,,,
,"('Richard Lasky', 'Brad Robinson')",,,,
,"('Joseph Bish', 'Terry Collins')",,,,
,"('Eric Halstead', 'Lynn Craig')",,,,
,"('Kurt Schrader', 'Doug Barton')",,,,
,"('Robert Salvato', 'Carrie Czebiniak')",,,,
,"('Gary Lash', 'Sue Heavenrich')",,,,
,"('Joseph Bish', 'Chris Brown')",,,,
,"('Don Boyce', 'Tim Whitesell')",,,,
,"('Aaron Gowan', 'Jeff Decker')",,,,
,"('Robert Williams', 'Lois Dillworth')",,,,
,"('Robert Salvato', 'Doug Barton')",,,,
,"('Lynn Craig', 'Ken Gordo')",,,,
,"('Carrie Czebiniak', 'Ken Strickland')",,,,
,"('Ron Keibel', 'Lois Dillworth')",,,,
,"('Aaron Gowan', 'George Williams')",,,,
,"('Ken Gordo', 'Brenda Boyce')",,,,
,"('Alice Irons', 'Ken Strickland')",,,,
,"('Elaine Jardine', 'Carrie Czebiniak')",,,,
,"('Bill Leonard', 'Susannah Reese')",,,,
,"('Tim Whitesell', 'Elaine Jardine')",,,,
,"('Doug Barton', 'Martha Goodsell')",,,,
,"('Jeffery Jacquet', 'Kurt Schrader')",,,,
,"('Aaron Gowan', 'Chris Brown')",,,,
,"('Nicole Gwardyak', 'Carrie Czebiniak')",,,,
,"('Nick Schoonover', 'Ron Keibel')",,,,
,"('Jamal Diboun', 'Wayne Wells')",,,,
,"('Fred Martinez', 'Robert Riggs')",,,,
,"('Arthur Cacciola', 'Terry Collins')",,,,
,"('Richard Lasky', 'Terry Collins')",,,,
,"('Milton Dougherty', 'George Williams')",,,,
,"('Ken Gordo', 'Frank Cook')",,,,
,"('Wayne Wells', 'Robert Riggs')",,,,
,"('Chris Denton', 'Brad Robinson')",,,,
,"('Brett Chedzoy', 'Darlene Cobler')",,,,
,"('Ron McEwen', 'Kevin Noble')",,,,
,"('Jaqueline Beal', 'Martha Goodsell')",,,,
,"('Alice Irons', 'Ron McEwen')",,,,
,"('Frank Cook', 'Ken Strickland')",,,,
,"('Florence Alpert', 'Eric Gartenman')",,,,
,"('Christine Curkendall', 'Robert Riggs')",,,,
,"('Darlene Cobler', 'Milton Dougherty')",,,,
,"('Dave Dibble', 'Jeff Decker')",,,,
,"('Ron Keibel', 'Mark Sorochinsky')",,,,
,"('Kurt Schrader', 'Sue Heavenrich')",,,,
,"('Tim Whitesell', 'David Weber')",,,,
,"('Debralyn Muscato', 'Jim Worden')",,,,
,"('Judy Quigley', 'Jim Worden')",,,,
,"('Lois Dillworth', 'Lynn Craig')",,,,
,"('Chris Brown', 'Brad Robinson')",,,,
,"('Connie Kulze', 'Dan Fitzsimmons')",,,,
,"('Brett Chedzoy', 'Bill Leonard')",,,,
,"('Joseph Bish', 'Susannah Reese')",,,,
,"('Joseph Bish', 'Robert Williams')",,,,
,"('Robert Salvato', 'Darlene Cobler')",,,,
,"('James Douglas', 'Darlene Cobler')",,,,
,"('Tim Whitesell', 'Ashur Terwilliger')",,,,
,"('Nick Schoonover', 'Martha Goodsell')",,,,
,"('Lois Dillworth', 'Marchie Diffindorf')",,,,
,"('Arthur Cacciola', 'Elaine Jardine')",,,,
,"('Jeremy Wheeler', 'Randy Murray')",,,,
,"('Jamal Diboun', 'Martha Goodsell')",,,,
,"('Florence Alpert', 'Darrick Evensen')",,,,
,"('Mike Dannaher', 'Steve Szczepanski')",,,,
,"('Bill Leonard', 'Karl Gesslein')",,,,
,"('Jackie Root', 'Ashur Terwilliger')",,,,
,"('Gary Lash', 'Frank Cook')",,,,
,"('Kevin Noble', 'Matt Crowe')",,,,
,"('Darlene Cobler', 'Eric Gartenman')",,,,
,"('Bob Aman', 'Dick VanScoy')",,,,
,"('Robert Williams', 'Christine Curkendall')",,,,
,"('Dan Lindsay', 'Terry Collins')",,,,
,"('Bob Aman', 'Wayne Wells')",,,,
,"('Susannah Reese', 'Dan Bish')",,,,
,"('Frank Cook', 'Steve Szczepanski')",,,,
,"('Jim Douglas', 'Wayne Wells')",,,,
,"('Milton Dougherty', 'Debralyn Muscato')",,,,
,"('Jeremy Wheeler', 'Ron McEwen')",,,,
,"('Jim Worden', 'Steve Szczepanski')",,,,
,"('Judy Quigley', 'Helen Slottje')",,,,
,"('Arthur Cacciola', 'Dan Fitzsimmons')",,,,
,"('Lynn Craig', 'Ed Griffith')",,,,
,"('Tim Whitesell', 'Brad Robinson')",,,,
,"('Dan Lindsay', 'Lois Dillworth')",,,,
,"('Lois Dillworth', 'Dan Bish')",,,,
,"('Lynn Craig', 'Darrick Evensen')",,,,
,"('Mark Sorochinsky', 'Gary Lash')",,,,
,"('Bill Kulze', 'Eric Gartenman')",,,,
,"('Dan Lindsay', 'Ken Gordo')",,,,
,"('Elaine Jardine', 'George Williams')",,,,
,"('Jim Douglas', 'Terry Collins')",,,,
,"('Richard Lasky', 'Dave Dibble')",,,,
,"('Don Zaengle', 'Kevin Burns')",,,,
,"('Rachel Treichler', 'Jackie Root')",,,,
,"('David Slottje', 'Nick Schoonover')",,,,
,"('Christine Curkendall', 'Dave Dibble')",,,,
,"('Bill Kulze', 'Brad Robinson')",,,,
,"('Kevin Noble', 'Brenda Boyce')",,,,
,"('Darlene Cobler', 'Kevin Burns')",,,,
,"('Judy Quigley', 'Susannah Reese')",,,,
,"('Brenda Boyce', 'Doug McLinko')",,,,
,"('Connie Kulze', 'Sue Heavenrich')",,,,
,"('Judy Quigley', 'Sue Heavenrich')",,,,
,"('Alice Irons', 'Doug Barton')",,,,
,"('Joseph Bish', 'Florence Alpert')",,,,
,"('Dan Lindsay', 'Kevin Noble')",,,,
,"('Don Boyce', 'Jamal Diboun')",,,,
,"('Robert Williams', 'Robert Salvato')",,,,
,"('Dan Lindsay', 'Ron McEwen')",,,,
,"('Matt Crowe', 'Marchie Diffindorf')",,,,
,"('Florence Alpert', 'Elaine Jardine')",,,,
,"('Alice Irons', 'Bill Kulze')",,,,
,"('Dan Bish', 'Darrick Evensen')",,,,
,"('Jim Douglas', 'Ken Strickland')",,,,
,"('Milton Dougherty', 'Karl Gesslein')",,,,
,"('Judy Quigley', 'Elaine Jardine')",,,,
,"('Bill Kulze', 'George Williams')",,,,
,"('Kevin Noble', 'Fred Martinez')",,,,
,"('Joseph Bish', 'Ron McEwen')",,,,
,"('Jeremy Wheeler', 'Lynn Craig')",,,,
,"('Dan Lindsay', 'Randy Murray')",,,,
,"('Brett Chedzoy', 'Mark Sorochinsky')",,,,
,"('Florence Alpert', 'Coulter Heavenrich')",,,,
,"('Dick VanScoy', 'Dan Fitzsimmons')",,,,
,"('Bill Leonard', 'Gary Lash')",,,,
,"('Darlene Cobler', 'Ashur Terwilliger')",,,,
,"('Gary Henry', 'Steve Szczepanski')",,,,
,"('Don Boyce', 'Ed Griffith')",,,,
,"('Brett Chedzoy', 'Terry Collins')",,,,
,"('Jim Douglas', 'Don Boyce')",,,,
,"('Loretta Sullivan', 'Brenda Boyce')",,,,
,"('Kevin Noble', 'Frank Cook')",,,,
,"('Doug McLinko', 'Wayne Wells')",,,,
,"('Jeff Decker', 'Ashur Terwilliger')",,,,
,"('Tom Libous', 'Ed Griffith')",,,,
,"('Randy Murray', 'Debralyn Muscato')",,,,
,"('Darlene Cobler', 'David Weber')",,,,
,"('Dave Dibble', 'Bob Freeman')",,,,
,"('Dan Lindsay', 'Don Zaengle')",,,,
,"('Ed Griffith', 'Jim Worden')",,,,
,"('Don Zaengle', 'Ken Strickland')",,,,
,"('Milton Dougherty', 'Jeff Decker')",,,,
,"('Ken Gordo', 'Debralyn Muscato')",,,,
,"('Bill Leonard', 'George Williams')",,,,
,"('Jackie Root', 'Jim Worden')",,,,
,"('Jeffery Jacquet', 'Judy Quigley')",,,,
,"('Dave Dibble', 'Coulter Heavenrich')",,,,
,"('Dan Lindsay', 'Dick VanScoy')",,,,
,"('Jeremy Wheeler', 'Martha Goodsell')",,,,
,"('Judy Quigley', 'Florence Alpert')",,,,
,"('John Holko', 'Brad Robinson')",,,,
,"('Bill Leonard', 'Lois Dillworth')",,,,
,"('Eric Halstead', 'Brad Robinson')",,,,
,"('Gary Henry', 'Kevin Noble')",,,,
,"('Debralyn Muscato', 'Darrick Evensen')",,,,
,"('Martha Goodsell', 'Sue Heavenrich')",,,,
,"('Bob Freeman', 'Carrie Czebiniak')",,,,
,"('Connie Kulze', 'Frank Cook')",,,,
,"('Aaron Gowan', 'Bob Aman')",,,,
,"('Susannah Reese', 'Frank Cook')",,,,
,"('Don Barber', 'Jeff Decker')",,,,
,"('Jackie Root', 'Karl Gesslein')",,,,
,"('Dan Lindsay', 'Sue Heavenrich')",,,,
,"('Ron Keibel', 'Bob Aman')",,,,
,"('Terry Engelder', 'Eric Halstead')",,,,
,"('Nicole Gwardyak', 'Bob Aman')",,,,
,"('Nicole Gwardyak', 'Ken Strickland')",,,,
,"('David Slottje', 'Mark Sorochinsky')",,,,
,"('Christine Curkendall', 'Eric Gartenman')",,,,
,"('Susannah Reese', 'Ashur Terwilliger')",,,,
,"('Jeffery Jacquet', 'Kevin Noble')",,,,
,"('Brett Chedzoy', 'Florence Alpert')",,,,
,"('Brett Chedzoy', 'Jeff Decker')",,,,
,"('Fred Martinez', 'Debralyn Muscato')",,,,
,"('Bob Aman', 'Elaine Jardine')",,,,
,"('Don Barber', 'Gary Henry')",,,,
,"('Matt Crowe', 'Mark Sorochinsky')",,,,
,"('Matt Crowe', 'Jim Worden')",,,,
,"('Alice Irons', 'Gary Lash')",,,,
,"('David Slottje', 'Susannah Reese')",,,,
,"('Mark Sorochinsky', 'Martha Goodsell')",,,,
,"('David Weber', 'Frank Cook')",,,,
,"('James Douglas', 'Doug McLinko')",,,,
,"('David Weber', 'Chris Denton')",,,,
,"('Brenda Boyce', 'Frank Cook')",,,,
,"('Dan Bish', 'Marchie Diffindorf')",,,,
,"('Carrie Czebiniak', 'Marchie Diffindorf')",,,,
,"('Eric Halstead', 'Don Zaengle')",,,,
,"('Nick Schoonover', 'Brad Robinson')",,,,
,"('Ron Keibel', 'Florence Alpert')",,,,
,"('Mark Sorochinsky', 'Robert Riggs')",,,,
,"('Aaron Gowan', 'Darlene Cobler')",,,,
,"('Jeff Decker', 'George Williams')",,,,
,"('Robert Salvato', 'Steve Szczepanski')",,,,
,"('George Williams', 'Terry Collins')",,,,
,"('James Douglas', 'Lois Dillworth')",,,,
,"('Bill Leonard', 'Ed Griffith')",,,,
,"('Debralyn Muscato', 'Eric Gartenman')",,,,
,"('Richard Lasky', 'Mike Dannaher')",,,,
,"('Tom Libous', 'Loretta Sullivan')",,,,
,"('James Douglas', 'Jim Worden')",,,,
,"('Lynn Craig', 'Elaine Jardine')",,,,
,"('Don Boyce', 'Karl Gesslein')",,,,
